id,x,y,time_s
511,479183.949,3007084.262,1573711800
624,477489.6394,3006020.016,1573711800
511,479187.6968,3007086.438,1573712400
624,477493.4385,3006022.778,1573712400
624,477499.5478,3006021.283,1573713000
624,477485.4998,3005922.176,1573713600
624,477471.7832,3005732.796,1573714200
511,479183.4321,3007083.155,1573714260
624,477354.7695,3005759.592,1573714740
511,479183.5425,3007084.008,1573714860
624,477599.3939,3005907.571,1573715400
511,479186.4292,3007086.595,1573715460
511,479184.5829,3007084.261,1573716000
624,477708.6076,3006138.691,1573716000
511,479186.6773,3007086.871,1573716600
624,477686.8381,3006151.834,1573716600
511,479186.2083,3007084.812,1573717200
624,477702.2032,3006157.898,1573717200
511,479186.2666,3007084.103,1573717800
624,477689.9975,3006162.539,1573717800
511,479187.149,3007084.655,1573718400
624,477696.1088,3006162.151,1573718400
624,477696.44,3006164.554,1573719000
511,479186.6238,3007084.501,1573719060
624,477695.7749,3006163.813,1573719540
511,479183.6745,3007080.042,1573719600
511,479182.5684,3007082.016,1573720200
624,477696.617,3006169.35,1573720200
511,479185.8504,3007084.037,1573720800
624,477702.7316,3006176.361,1573720800
511,479186.8714,3007084.501,1573721400
624,477702.2831,3006108.608,1573721400
624,477634.2025,3006165.408,1573722000
511,479187.0077,3007083.049,1573722060
511,479186.9767,3007082.285,1573722600
624,477595.7433,3006173.962,1573722600
624,477407.6917,3006169.872,1573723200
511,479188.1614,3007085.883,1573723320
511,479188.1365,3007082.837,1573723800
624,477400.2549,3006165.831,1573723800
511,479187.7795,3007088.498,1573724400
624,477407.974,3006145.326,1573724400
624,477405.4653,3006127.609,1573725000
511,479185.6698,3007088.568,1573725060
624,477390.9304,3006120.613,1573725600
511,479186.3241,3007088.866,1573725660
511,479188.4038,3007082.77,1573726200
624,477362.0287,3006117.342,1573726200
624,477336.1244,3006128.1,1573726800
511,479185.5804,3007088.38,1573726860
511,479187.9113,3007084.41,1573727400
624,477318.1595,3006141.425,1573727400
511,479186.0996,3007084.967,1573728000
624,477278.5868,3006169.376,1573728000
511,479187.7208,3007083.026,1573728600
624,477247.0606,3006177.187,1573728600
511,479184.3955,3007084.715,1573729200
624,477294.0273,3006129.839,1573729200
511,479185.929,3007083.638,1573729800
624,477293.3816,3006134.27,1573729800
511,479187.2301,3007085.763,1573730400
624,477296.1957,3006140.169,1573730400
511,479185.0817,3007086.353,1573731000
624,477292.0633,3006139.257,1573731000
511,479182.8822,3007086.047,1573731600
624,477292.0693,3006142.58,1573731600
511,479186.6549,3007085.299,1573732200
624,477289.4384,3006144.8,1573732200
511,479188.2228,3007087.024,1573732800
624,477302.4736,3006144.223,1573732800
511,479187.0628,3007086.405,1573733400
624,477289.9573,3006157.725,1573733400
511,479186.3757,3007084.191,1573734000
624,477282.6817,3006155.147,1573734000
511,479185.1951,3007089.023,1573734600
624,477276.9038,3006153.684,1573734600
624,477282.1702,3006146.287,1573735200
624,477268.7749,3006134.127,1573735800
511,478874.5354,3007040.413,1573735860
511,478298.8111,3007004.698,1573736400
624,477249.8232,3006149.491,1573736400
511,478299.4439,3007004.055,1573737000
624,477251.3665,3006180.868,1573737000
511,478303.341,3007000.88,1573737600
624,477259.2703,3006169.411,1573737600
511,478296.3641,3007004.492,1573738200
624,477258.9166,3006160.174,1573738200
511,478296.2832,3007003.562,1573738800
624,477259.747,3006159.254,1573738800
511,478296.9665,3007003.472,1573739400
624,477256.409,3006143.199,1573739400
511,478297.539,3007002.33,1573740000
624,477255.1243,3006161.112,1573740000
511,478295.0394,3007000.341,1573740600
624,477253.6381,3006160.926,1573740600
511,478293.4319,3006998.682,1573741200
624,477252.4818,3006162.401,1573741200
511,478291.6493,3006998.863,1573741800
624,477251.4869,3006160.011,1573741800
511,478290.9587,3007000.47,1573742400
624,477249.5053,3006159.826,1573742400
511,478297.9485,3006998.552,1573743000
624,477249.505,3006159.638,1573743000
511,478297.5256,3007005.996,1573743600
624,477251.1633,3006161.85,1573743600
511,478297.2719,3007002.486,1573744200
624,477250.5169,3006171.266,1573744200
511,478298.4207,3007002.362,1573744800
624,477249.7045,3006176.629,1573744800
511,478295.2333,3007003.597,1573745400
624,477256.9824,3006185.842,1573745400
511,478299.2958,3006998.705,1573746000
624,477256.5111,3006198.946,1573746000
511,478301.258,3007004.882,1573746600
624,477258.6546,3006195.619,1573746600
511,478299.1909,3007000.976,1573747200
624,477255.5212,3006199.324,1573747200
511,478299.7938,3007000.266,1573747800
624,477256.6798,3006199.134,1573747800
511,478299.5798,3007002.482,1573748400
624,477256.1893,3006201.716,1573748400
511,478307.0795,3006997.639,1573749000
624,477256.6825,3006200.607,1573749000
511,478299.4719,3007003.069,1573749600
624,477256.3563,3006200.984,1573749600
511,478301.5883,3007001.193,1573750200
624,477259.3254,3006199.495,1573750200
511,478300.5399,3007002.081,1573750800
624,477255.1983,3006201.54,1573750800
511,478299.7989,3007003.157,1573751400
624,477258.4919,3006198.765,1573751400
511,478311.2391,3006997.267,1573752000
624,477232.9406,3006218.195,1573752000
624,477256.3911,3006219.991,1573752600
511,478302.6,3007001.989,1573752660
511,478300.5403,3007002.303,1573753200
624,477183.5153,3006274.952,1573753200
511,478300.7589,3007002.723,1573753800
624,477298.5679,3006262.004,1573753800
511,478300.0146,3007001.894,1573754400
624,477446.099,3006225.56,1573754400
511,478298.2017,3007001.753,1573755000
624,477437.3848,3006249.013,1573755000
511,478297.8762,3007002.518,1573755600
624,477552.8154,3006445.043,1573755600
511,478296.2574,3007005.81,1573756200
624,477570.207,3006476.391,1573756200
511,478300.6452,3006999.988,1573756800
624,477534.7058,3006564.511,1573756800
511,478297.2143,3007003.538,1573757400
624,477542.8835,3006523.702,1573757400
511,478299.3028,3007002.67,1573758000
624,477537.5988,3006520.943,1573758000
511,478296.3335,3007003.994,1573758600
624,477556.8253,3006745.569,1573758600
511,478296.6852,3007001.202,1573759200
624,477566.6976,3006546.178,1573759200
511,478297.3822,3007003.283,1573759800
624,477595.8851,3006433.889,1573759800
511,478296.1121,3007002,1573760400
624,477587.6393,3006437.038,1573760400
511,478295.4151,3006999.941,1573761000
624,477589.8086,3006453.472,1573761000
511,478297.6433,3006999.661,1573761600
624,477578.4291,3006460.138,1573761600
511,478297.6732,3006999.749,1573762200
624,477594.8167,3006484.1,1573762200
511,478294.9429,3006996.121,1573762800
624,477526.9726,3006763.345,1573762800
511,478294.8933,3006996.088,1573763400
624,477515.9692,3007065.194,1573763400
511,478297.6456,3007000.979,1573764000
624,477447.7152,3007208.578,1573764000
624,477491.0662,3007354.153,1573764600
511,478298.5274,3007001.099,1573764660
511,478296.3259,3006999.63,1573765200
624,477491.8215,3007404.726,1573765200
511,478299.9669,3007002.946,1573765800
624,477588.5229,3007475.816,1573765800
511,478298.6221,3007004.267,1573766400
624,477794.1473,3007624.789,1573766400
511,478299.9422,3007005.837,1573767000
624,477965.1468,3007704.976,1573767000
511,478300.9614,3007005.215,1573767600
624,478024.6867,3007672.926,1573767600
511,478299.9996,3007004.641,1573768200
624,478025.1728,3007667.764,1573768200
511,478295.6186,3007002.987,1573768800
624,478049.6219,3007681.377,1573768800
511,478298.2336,3007003.038,1573769400
624,478050.1109,3007677.865,1573769400
511,478295.9134,3007001.657,1573770000
624,478077.468,3007649.949,1573770000
511,478298.735,3007006.548,1573770600
624,478116.1958,3007610.737,1573770600
511,478299.4736,3007004.055,1573771200
624,478125.2601,3007605.925,1573771200
511,478297.2182,3007005.775,1573771800
624,478128.0617,3007599.463,1573771800
511,478312.2649,3006955.075,1573772400
624,478116.6329,3007487.789,1573772400
511,478247.0353,3006896.64,1573773000
624,478106.2788,3007418.404,1573773000
511,478216.6905,3006882.671,1573773600
624,478106.9245,3007408.245,1573773600
511,478217.4095,3006885.992,1573774200
624,478109.0646,3007408.607,1573774200
511,478216.9395,3006883.468,1573774800
624,478113.6834,3007404.722,1573774800
511,478217.6235,3006883.743,1573775400
624,478106.4394,3007413.973,1573775400
511,478220.9794,3006882.63,1573776000
624,478106.5956,3007412.677,1573776000
511,478216.9114,3006884.387,1573776600
624,478101.9818,3007413.792,1573776600
511,478218.1793,3006884.385,1573777200
624,478042.6177,3007450.814,1573777200
511,478215.4931,3006877.655,1573777800
624,478099.6657,3007414.716,1573777800
511,478215.537,3006885.774,1573778400
624,478087.7906,3007420.829,1573778400
511,478211.1827,3006882.403,1573779000
624,478090.9226,3007416.393,1573779000
511,478215.9445,3006880.889,1573779600
624,478082.5064,3007418.069,1573779600
511,478212.9512,3006885.468,1573780200
624,478105.5973,3007408.248,1573780200
511,478214.9045,3006886.572,1573780800
624,478105.4411,3007409.544,1573780800
511,478217.653,3006883.655,1573781400
624,478102.9792,3007417.667,1573781400
511,478216.5796,3006881.563,1573782000
624,478053.3241,3007439.165,1573782000
511,478113.6084,3006721.293,1573782600
624,478107.5815,3007410.094,1573782600
511,478036.4039,3006457.26,1573783200
624,478107.4269,3007412.31,1573783200
511,477769.9346,3006254.572,1573783800
624,478106.5949,3007412.311,1573783800
511,477759.6986,3006180.811,1573784400
624,478106.102,3007413.597,1573784400
511,477749.2544,3006079.36,1573785000
624,478108.0833,3007413.782,1573785000
511,477785.7563,3006022.983,1573785600
624,478106.5969,3007413.419,1573785600
511,477689.3185,3005955.413,1573786200
624,478107.4286,3007413.229,1573786200
511,477518.7298,3005793.453,1573786800
624,478106.7702,3007416.187,1573786800
511,477379.4476,3005695.127,1573787400
624,478106.2759,3007416.742,1573787400
511,477222.0523,3005606.527,1573788000
624,478108.7498,3007415.442,1573788000
511,477222.9811,3005605.23,1573788600
624,478102.1491,3007418.776,1573788600
511,477222.3281,3005605.663,1573789200
624,478075.2921,3007444.111,1573789200
511,477221.9105,3005604.866,1573789800
624,478096.7151,3007426.539,1573789800
511,477235.695,3005634.492,1573790400
624,478118.4824,3007413.209,1573790400
511,477342.944,3005657.711,1573791000
624,478113.182,3007401.223,1573791000
624,478113.1953,3007408.788,1573791600
511,477351.71,3005651.703,1573791660
511,477329.921,3005654.412,1573792200
624,478113.3585,3007405.831,1573792200
511,477331.466,3005654.166,1573792800
624,478109.4076,3007412.118,1573792800
511,477321.6124,3005650.529,1573793400
624,478108.2517,3007413.781,1573793400
624,478111.3772,3007405.657,1573794000
511,477228.1083,3005592.084,1573794060
511,477225.5767,3005594.492,1573794600
624,478111.5266,3007400.484,1573794600
511,477228.1198,3005598.331,1573795200
624,478109.8862,3007402.702,1573795200
511,477140.5522,3005552.525,1573795800
624,478109.8876,3007403.444,1573795800
511,477142.1244,3005524.001,1573796400
624,478111.3762,3007405.103,1573796400
511,477156.924,3005491.332,1573797000
624,478113.0334,3007412.477,1573797000
511,477155.4497,3005465.305,1573797600
624,478107.4247,3007411.014,1573797600
511,477157.4133,3005471.848,1573798200
624,478105.5976,3007408.436,1573798200
511,477151.3041,3005516.685,1573798800
624,478104.1141,3007409.724,1573798800
511,477155.7951,3005550.869,1573799400
624,478102.633,3007412.318,1573799400
511,477144.9145,3005586.732,1573800000
624,478090.6013,3007419.539,1573800000
511,477141.4797,3005593.594,1573800600
624,478085.9914,3007428.408,1573800600
624,478073.3062,3007441.345,1573801140
624,478090.4635,3007436.885,1573801140
511,477154.28,3005653.571,1573801200
511,477170.6449,3005604.838,1573801800
624,478074.984,3007460.36,1573801800
624,478075.8323,3007469.585,1573802400
511,477334.819,3005651.335,1573802460
511,477331.9824,3005698.315,1573803000
624,478082.2603,3007463.859,1573803000
511,477383.6466,3005716.22,1573803600
624,478077.484,3007473.836,1573803600
511,477363.9763,3005707.306,1573804200
624,478077.9779,3007473.093,1573804200
511,477364.5071,3005710.473,1573804800
624,478072.8849,3007483.259,1573804800
511,477361.6656,3005705.926,1573805400
624,478079.4588,3007470.321,1573805400
511,477364.613,3005708.778,1573806000
624,478108.7668,3007425.045,1573806000
511,477364.7511,3005708.445,1573806600
624,478124.2002,3007375.352,1573806600
511,477364.7193,3005707.305,1573807200
624,478100.4286,3007471.026,1573807200
511,477361.2074,3005709.958,1573807800
624,478109.0936,3007514.94,1573807800
511,477361.2805,3005706.602,1573808400
624,478109.2569,3007517.708,1573808400
624,478055.4267,3007603.279,1573809000
511,477364.5851,3005709.797,1573809060
511,477364.6707,3005707.858,1573809600
624,478035.4153,3007578.758,1573809600
511,477364.7593,3005712.964,1573810200
624,478032.9185,3007567.133,1573810200
624,478036.0553,3007571.004,1573810740
511,477365.3868,3005709.43,1573810800
511,477364.5082,3005711.06,1573811400
624,478022.1952,3007574.728,1573811400
511,477365.0827,3005711.026,1573812000
624,478047.9361,3007568.214,1573812000
511,477357.9621,3005712.146,1573812600
624,478119.3556,3007627.723,1573812600
511,477366.0517,3005710.071,1573813200
624,478068.0505,3007550.091,1573813200
511,477364.8342,3005710.561,1573813800
624,478069.2125,3007557.477,1573813800
511,477368.6127,3005712.891,1573814400
624,478052.5796,3007578.363,1573814400
511,477364.0394,3005709.3,1573815000
624,478066.7458,3007562.831,1573815000
624,478075.3267,3007559.127,1573815600
511,477362.3003,3005706.29,1573816200
624,478076.8343,3007571.486,1573816200
624,478028.1756,3007595.94,1573816800
511,477365.1748,3005712.654,1573816860
624,478012.7955,3007485.204,1573817400
511,477365.1758,3005713.207,1573817460
511,477366.0561,3005712.475,1573818000
624,478142.4593,3007434.024,1573818000
624,478193.8083,3007440.768,1573818540
624,478139.9314,3007404.676,1573819200
624,478108.1298,3007440.176,1573819800
624,478200.5048,3007396.085,1573820400
511,477366.5177,3005710.259,1573821000
624,478186.2931,3007391.491,1573821000
624,478114.7136,3007427.25,1573821600
624,478086.8672,3007458.866,1573822200
624,478146.3641,3007401.53,1573822800
511,477363.4857,3005709.921,1573823400
624,478071.443,3007418.277,1573823400
624,478069.8167,3007428.437,1573824000
511,477363.7916,3005709.245,1573824600
624,478129.6762,3007391.403,1573824600
511,477364.8911,3005709.176,1573825200
624,478118.9178,3007379.238,1573825200
511,477364.3663,3005709.332,1573825800
624,478099.3819,3007343.651,1573825800
511,477365.4943,3005708.599,1573826400
624,478103.8385,3007343.266,1573826400
511,477361.5265,3005705.682,1573827000
624,478707.7362,3007742.259,1573827000
511,477364.2802,3005705.555,1573827600
624,478101.9874,3007416.927,1573827600
511,477370.0289,3005707.206,1573828200
624,478100.8272,3007416.198,1573828200
624,478096.7057,3007421.19,1573828800
624,478096.0497,3007419.895,1573829400
624,478095.3798,3007416.385,1573830000
624,478099.177,3007418.416,1573830600
511,477364.9415,3005709.674,1573831200
624,478094.3877,3007415.467,1573831200
511,477365.6373,3005710.958,1573831800
624,478096.3654,3007413.614,1573831800
624,478090.9236,3007416.946,1573832400
511,477367.1995,3005709.327,1573832460
624,478094.8794,3007413.439,1573832940
511,477367.2325,3005711.143,1573833000
624,478112.5031,3007392.541,1573833600
511,477365.8555,3005711.091,1573833660
511,477369.5431,3005712.435,1573834200
624,478072.5846,3007408.494,1573834200
511,477368.8835,3005709.291,1573834800
624,478102.5962,3007391.45,1573834800
511,477367.4146,3005707.787,1573835400
624,478099.6455,3007403.274,1573835400
511,477362.8006,3005709.025,1573836000
624,478095.8634,3007409.738,1573836000
511,477366.9845,3005710.933,1573836600
624,478095.0487,3007413.993,1573836600
511,477365.0772,3005708.013,1573837200
624,478073.2391,3007403.321,1573837200
624,478091.2456,3007414.177,1573837800
511,477368.6547,3005708.771,1573837920
511,477369.2119,3005710.099,1573838400
624,478110.2186,3007405.836,1573838400
511,477254.5965,3005704.947,1573839000
624,478044.5261,3007320.111,1573839000
511,477248.3658,3005683.515,1573839600
624,477797.6683,3007101.062,1573839600
511,477243.2857,3005662.856,1573840200
624,477541.9806,3006846.213,1573840200
511,477239.7934,3005665.376,1573840800
624,477585.5218,3006454.764,1573840800
511,477230.6108,3005622.45,1573841400
624,477569.2157,3006569.256,1573841400
511,477233.6007,3005616.043,1573842000
624,477518.2826,3006887.603,1573842000
511,477234.0669,3005616.374,1573842600
624,477320.1445,3007049.677,1573842600
511,477235.3588,3005613.171,1573843200
624,477270.0518,3007102.747,1573843200
511,477234.3932,3005616.008,1573843800
624,477243.2279,3007145.628,1573843800
511,477233.6732,3005612.343,1573844400
624,477269.3471,3007074.88,1573844400
636,478204.461,3005043.476,1573844400
511,477233.1324,3005614.537,1573845000
624,477187.3817,3007301.541,1573845000
636,478203.9631,3005041.992,1573845000
511,477235.1915,3005613.791,1573845600
624,477210.2858,3007460.067,1573845600
636,478204.296,3005039.777,1573845600
624,477309.4627,3007616.804,1573846140
511,477233.3187,3005613.518,1573846200
636,478203.9605,3005040.519,1573846200
511,477234.7403,3005610.835,1573846800
624,477333.3025,3007654.231,1573846800
636,478204.621,3005038.668,1573846800
511,477232.5809,3005616.322,1573847400
624,477319.9365,3007657.213,1573847400
636,478204.9505,3005040.152,1573847400
511,477233.8954,3005614.658,1573848000
624,477340.8942,3007656.809,1573848000
636,478203.4638,3005039.778,1573848000
511,477233.8931,3005613.395,1573848600
624,477326.8718,3007658.308,1573848600
636,478204.7888,3005038.303,1573848600
511,477233.7058,3005613.916,1573849200
624,477355.5338,3007716.772,1573849200
636,478201.4825,3005039.781,1573849200
511,477233.4579,3005613.795,1573849800
624,477328.0424,3007670.124,1573849800
636,478211.3854,3005037.549,1573849800
511,477234.7324,3005617.326,1573850400
624,477405.8613,3007521.737,1573850400
636,478204.4604,3005043.099,1573850400
511,477235.487,3005612.872,1573851000
624,477455.2343,3007438.398,1573851000
636,478202.6429,3005040.522,1573851000
511,477236.0473,3005615.883,1573851600
624,477483.6468,3007359.328,1573851600
636,478220.3145,3005044.921,1573851600
511,477233.3449,3005611.613,1573852200
624,477462.0484,3007372.659,1573852200
636,478203.9683,3005044.95,1573852200
511,477234.2349,3005616.164,1573852800
624,477469.1414,3007373.2,1573852800
636,478202.3072,3005035.538,1573852800
511,477234.9092,3005611.112,1573853400
624,477465.8417,3007372.475,1573853400
636,478206.9225,3005034.788,1573853400
511,477233.7568,3005614.713,1573854000
624,477467.6627,3007377.079,1573854000
636,478207.2674,3005039.406,1573854000
511,477232.5797,3005615.668,1573854600
624,477466.0178,3007376.717,1573854600
636,478208.09,3005039.593,1573854600
511,477227.5342,3005608.578,1573855200
624,477458.9099,3007373.407,1573855200
636,478219.7551,3005008.37,1573855200
511,477227.4247,3005608.268,1573855800
624,477474.5978,3007377.997,1573855800
636,478611.2243,3004996.98,1573855800
511,477226.2639,3005607.317,1573856400
624,477459.7317,3007373.217,1573856400
636,478886.5191,3004829.634,1573856400
511,477228.2142,3005606.605,1573857000
624,477461.2252,3007377.467,1573857000
636,478586.428,3004980.043,1573857000
511,477224.7476,3005606.954,1573857600
624,477461.0667,3007377.468,1573857600
636,478479.9033,3004965.085,1573857600
511,477233.7047,3005613.329,1573858200
624,477460.0735,3007375.985,1573858200
636,478465.1579,3004842.718,1573858200
511,477232.4376,3005613.797,1573858800
624,477463.7041,3007378.936,1573858800
636,478408.9186,3004878.448,1573858800
511,477256.6877,3005494.339,1573859400
636,478529.4125,3004474.322,1573859400
511,477424.9261,3005099.85,1573860000
624,477470.4891,3007384.462,1573860000
636,478626.3023,3004357.123,1573860000
511,477396.5813,3005175.308,1573860600
624,477464.5377,3007379.854,1573860600
636,478967.9921,3004383.3,1573860600
511,477414.4415,3005190.783,1573861200
624,477451.9637,3007366.408,1573861200
636,479594.0211,3004416.04,1573861200
511,477436.1127,3005182.768,1573861800
624,477457.893,3007358.821,1573861800
636,480351.3511,3003942.972,1573861800
514,478033.4547,3004558.603,1573862400
624,477469.9948,3007385.017,1573862400
636,480761.6056,3003351.968,1573862400
511,477412.8162,3005190.442,1573862460
511,477420.7793,3005194.858,1573863000
514,478034.6448,3004559.343,1573863000
624,477462.0481,3007372.482,1573863000
636,480690.1422,3003271.599,1573863000
624,477466.3393,3007373.759,1573863540
511,477425.093,3005191.749,1573863600
514,478034.1148,3004556.542,1573863600
636,480733.8582,3003246.61,1573863600
511,477422.6461,3005191.787,1573864200
514,478033.5657,3004559.766,1573864200
624,477463.0399,3007373.211,1573864200
636,480739.3257,3003258.231,1573864200
511,477410.1445,3005186.725,1573864800
514,478031.4731,3004558.518,1573864800
624,477460.5684,3007375.807,1573864800
636,480740.8025,3003252.137,1573864800
511,477479.5255,3005189.058,1573865400
514,478032.7418,3004558.881,1573865400
624,477466.6749,3007378.565,1573865400
636,480738.8008,3003239.214,1573865400
511,477501.2225,3005228.096,1573866000
514,478035.6287,3004555.431,1573866000
624,477463.3842,3007382.813,1573866000
636,480738.6418,3003238.849,1573866000
624,477469.4989,3007384.652,1573866540
511,477548.3886,3005409.33,1573866600
514,478034.1738,3004556.298,1573866600
636,480728.58,3003248.456,1573866600
511,477564.9393,3005418.593,1573867200
514,478034.9337,3004554.602,1573867200
624,477463.5596,3007386.69,1573867200
636,480739.3271,3003259.15,1573867200
511,477570.5652,3005456.452,1573867800
514,478033.1225,3004555.646,1573867800
624,477444.5833,3007393.004,1573867800
636,480738.6806,3003263.947,1573867800
511,477541.5055,3005635.198,1573868400
514,478035.4307,3004555.554,1573868400
624,477463.398,3007390.378,1573868400
636,480723.6633,3003272.655,1573868400
511,477656.0959,3005918.179,1573869000
514,478033.478,3004554.97,1573869000
624,477472.6299,3007385.2,1573869000
636,480756.976,3003350.314,1573869000
511,477586.5429,3006092.822,1573869600
514,478035.5191,3004555.088,1573869600
624,477468.6726,3007387.788,1573869600
636,480705.564,3003421.469,1573869600
511,477592.5947,3006196.74,1573870200
514,478035.4605,3004555.587,1573870200
624,477459.4434,3007394.451,1573870200
636,480658.862,3003443.694,1573870200
511,477741.8521,3006232.78,1573870800
514,478035.3828,3004556.473,1573870800
624,477465.0551,3007392.037,1573870800
636,480514.013,3003637.943,1573870800
624,477469.6808,3007397.567,1573871340
514,478034.9658,3004555.986,1573871400
636,480426.5521,3003780.41,1573871400
511,477755.1577,3006222.843,1573871460
511,477736.5992,3006231.25,1573872000
514,478035.2105,3004554.291,1573872000
624,477468.3655,3007398.677,1573872000
636,480420.478,3003798.872,1573872000
511,477737.6631,3006211.344,1573872600
514,478033.8939,3004554.848,1573872600
624,477469.193,3007401.633,1573872600
636,480419.3719,3003832.657,1573872600
514,478035.0332,3004560.45,1573873200
624,477480.7393,3007394.6,1573873200
636,480418.5496,3003832.658,1573873200
511,477733.7274,3006209.623,1573873260
511,477679.4084,3006179.261,1573873800
514,478036.0949,3004555.763,1573873800
624,477474.6263,3007393.681,1573873800
636,480423.0066,3003831.732,1573873800
511,477686.4961,3006143.405,1573874400
514,478032.5729,3004558.605,1573874400
624,477516.2176,3007388.444,1573874400
636,480414.4219,3003835.068,1573874400
511,477672.6882,3006132.963,1573875000
514,478032.4898,3004556.423,1573875000
624,477485.5103,3007387.392,1573875000
636,480398.5442,3003925.918,1573875000
636,480455.9653,3003999.119,1573875540
511,477603.9865,3006103.313,1573875600
514,478031.418,3004555.372,1573875600
624,477497.2257,3007380.725,1573875600
511,477564.3869,3006100.306,1573876200
514,478033.2059,3004557.983,1573876200
624,477483.5015,3007372.066,1573876200
636,480555.2894,3004157.531,1573876200
511,477364.279,3006025.804,1573876800
514,478030.7276,3004557.157,1573876800
624,477481.3581,3007369.855,1573876800
636,480720.3992,3004254.191,1573876800
511,477342.0903,3005944.744,1573877400
514,478031.112,3004556.027,1573877400
624,477465.5376,3007385.025,1573877400
636,480732.5739,3004227.589,1573877400
511,477336.418,3005957.769,1573878000
514,478033.4817,3004557.097,1573878000
624,477448.71,3007390.959,1573878000
636,480729.7684,3004226.486,1573878000
511,477311.3267,3005925.638,1573878600
514,478031.9458,3004556.944,1573878600
624,477449.5545,3007403.33,1573878600
636,480725.651,3004235.541,1573878600
511,477302.134,3005909.494,1573879200
514,478033.3676,3004554.173,1573879200
624,477462.4115,3007392.596,1573879200
636,480746.9302,3004221.475,1573879260
511,477290.1871,3005909.461,1573879800
514,478031.704,3004560.234,1573879800
624,477441.3078,3007405.56,1573879800
